,CustomerId,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,StartDate,EndDate,EndDateTmp,ChurnLabel,ChurnScore,ChurnCategory,ChurnReason,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge,Tenure_month,Sum_charge,Monthly_charge,ReasonCategory
5770,C-15931,여성,35,30대,No,No,0,No,0,No,계좌이체,No,Yes,Yes,Yes,8,2017-10-01,,2022-01-01,No,42,,,3618,3,0,0,0,51.0,2451700.0,48073.0,
5771,C-15932,여성,25,20대,Yes,No,0,Yes,7,Yes,계좌이체,No,No,No,No,52,2020-12-01,,2022-01-01,No,63,,,5669,5,11300,45880,45880,13.0,657800.0,50600.0,
5772,C-15933,여성,46,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,15,2021-02-01,2021-09-01,2021-09-01,Yes,92,Competitor,Competitor made better offer,3077,2,0,54690,382510,8.0,900300.0,112538.0,PS
5773,C-15934,여성,31,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2016-03-01,,2022-01-01,No,51,,,6190,3,0,43620,2531200,70.0,2027200.0,28960.0,
5774,C-15935,남성,75,70대,Yes,No,0,No,0,Yes,이체/메일확인,No,No,No,No,8,2021-05-01,2021-09-01,2021-09-01,Yes,77,Competitor,Competitor offered more data,5839,2,22600,11980,47910,5.0,426600.0,85320.0,PS
5775,C-15936,여성,51,50대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,Yes,3,2021-08-01,2021-11-01,2021-11-01,Yes,76,Cosumer,Lack of self-service on Website,2876,1,0,25540,76500,4.0,230100.0,57525.0,CS
5776,C-15938,남성,22,20대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,No,71,2015-01-01,,2022-01-01,No,33,,,5965,4,22600,54690,3934550,84.0,8436300.0,100432.0,
5777,C-15939,남성,68,60대,Yes,No,0,Yes,8,Yes,계좌이체,No,Yes,No,No,20,2018-04-01,2021-11-01,2021-11-01,Yes,87,Cosumer,Product dissatisfaction,3123,1,169500,35370,1518490,44.0,5197100.0,118116.0,PS
5778,C-15940,여성,72,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,15,2021-01-01,2021-02-01,2021-02-01,Yes,96,Competitor,Attitude of support person,3438,1,0,38990,38990,2.0,155000.0,77500.0,PS
5779,C-15941,남성,43,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,Yes,No,3,2015-05-01,,2022-01-01,No,39,,,5757,4,101700,55940,3804370,80.0,9386000.0,117325.0,
5780,C-15942,남성,34,30대,Yes,Yes,1,Yes,9,Yes,신용카드,No,No,No,Yes,14,2017-11-01,,2022-01-01,No,34,,,3738,3,0,27350,1040050,50.0,6124400.0,122488.0,
5781,C-15943,여성,62,60대,Yes,Yes,1,Yes,3,No,신용카드,No,No,No,No,0,2016-06-01,,2022-01-01,No,36,,,5153,5,0,3620,197640,67.0,1604200.0,23943.0,
5782,C-15945,여성,58,50대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,30,2021-02-01,2021-10-01,2021-10-01,Yes,85,Company,Long distance charges,2656,1,0,32770,262160,9.0,881800.0,97978.0,Price
5783,C-15946,여성,41,40대,No,No,0,No,0,No,계좌이체,Yes,No,Yes,Yes,7,2018-04-01,,2022-01-01,No,38,,,2853,3,0,11640,383300,45.0,3137300.0,69718.0,
5784,C-15947,여성,37,30대,Yes,Yes,3,Yes,1,Yes,계좌이체,No,Yes,No,Yes,28,2016-04-01,,2022-01-01,No,48,,,6351,3,0,36610,2084960,69.0,8113100.0,117581.0,
5785,C-15948,여성,53,50대,Yes,No,0,Yes,1,Yes,신용카드,No,No,No,Yes,18,2017-08-01,2021-02-01,2021-02-01,Yes,82,Competitor,Competitor made better offer,5396,1,0,38420,1614540,43.0,3951300.0,91891.0,PS
5786,C-15949,여성,57,50대,Yes,Yes,1,Yes,3,No,신용카드,No,No,No,No,0,2019-10-01,,2022-01-01,No,59,,,3591,4,0,42830,642410,27.0,618800.0,22919.0,
5787,C-15950,여성,41,40대,No,No,0,No,0,No,이체/메일확인,No,No,No,No,0,2020-05-01,,2022-01-01,No,37,,,2653,5,0,17970,143400,20.0,479400.0,23970.0,
5788,C-15951,남성,26,20대,No,No,0,No,0,No,계좌이체,Yes,No,No,Yes,47,2020-09-01,,2022-01-01,No,51,,,2401,3,0,39210,156840,16.0,1055300.0,65956.0,
5789,C-15952,여성,60,60대,No,No,0,No,0,No,계좌이체,No,Yes,Yes,Yes,22,2015-11-01,,2022-01-01,No,61,,,5466,4,0,6890,423860,74.0,7397300.0,99964.0,
5790,C-15953,남성,55,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,4,2019-04-01,2021-05-01,2021-05-01,Yes,68,Competitor,Competitor offered more data,2241,1,0,5990,148930,26.0,2913400.0,112054.0,PS
5791,C-15954,남성,34,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020-12-01,,2022-01-01,No,48,,,2133,3,0,33000,33000,13.0,278700.0,21438.0,
5792,C-15955,남성,73,70대,Yes,Yes,1,Yes,8,No,계좌이체,No,No,No,No,0,2015-05-01,,2022-01-01,No,51,,,5443,3,0,39660,2700140,80.0,1821900.0,22774.0,
5793,C-15956,남성,22,20대,No,No,0,Yes,2,Yes,계좌이체,No,No,No,No,52,2018-12-01,2021-10-01,2021-10-01,Yes,72,Cosumer,Don't know,2568,3,22600,26100,887160,35.0,4053900.0,115826.0,Other
5794,C-15957,여성,45,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,Yes,Yes,22,2015-01-01,,2022-01-01,No,78,,,4520,3,0,9610,689980,84.0,8315000.0,98988.0,
5795,C-15958,남성,80,80대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,14,2020-02-01,2021-11-01,2021-11-01,Yes,70,Competitor,Attitude of service provider,4716,1,0,39100,821510,22.0,1569100.0,71323.0,CS
5796,C-15959,여성,49,40대,Yes,Yes,2,Yes,9,No,계좌이체,Yes,Yes,No,Yes,14,2016-06-01,,2022-01-01,No,61,,,4149,3,0,41130,2262940,67.0,4385600.0,65457.0,
5797,C-15960,남성,64,60대,Yes,Yes,1,Yes,10,Yes,계좌이체,Yes,Yes,No,Yes,17,2017-07-01,,2022-01-01,No,36,,,4701,3,0,18870,791110,54.0,4359000.0,80722.0,
5798,C-15961,남성,40,40대,Yes,No,0,Yes,8,Yes,신용카드,Yes,Yes,No,Yes,23,2015-06-01,,2022-01-01,No,31,,,4078,3,0,35480,2378090,79.0,9410400.0,119119.0,
5799,C-15962,여성,53,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2017-08-01,,2022-01-01,No,59,,,5918,5,0,35710,1464930,53.0,1272100.0,24002.0,
5800,C-15963,남성,29,20대,No,No,0,No,0,Yes,신용카드,Yes,Yes,No,Yes,48,2018-11-01,,2022-01-01,No,54,,,4469,3,0,56390,1465160,38.0,3909500.0,102882.0,
5801,C-15964,남성,49,40대,Yes,No,0,Yes,7,No,계좌이체,No,No,No,Yes,3,2020-09-01,,2022-01-01,No,44,,,4552,4,0,11410,45770,16.0,1299400.0,81212.0,
5802,C-15965,여성,52,50대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,15,2015-07-01,,2022-01-01,No,57,,,4165,4,0,0,0,78.0,5822400.0,74646.0,
5803,C-15966,여성,21,20대,No,No,0,Yes,1,Yes,계좌이체,No,No,No,No,0,2019-10-01,,2022-01-01,No,59,,,4667,3,0,33450,500930,27.0,795400.0,29459.0,
5804,C-15967,여성,41,40대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,8,2015-10-01,,2022-01-01,No,45,,,4039,3,0,45540,2871780,75.0,7962000.0,106160.0,
5805,C-15968,남성,75,70대,Yes,No,0,Yes,10,Yes,신용카드,Yes,Yes,No,Yes,21,2016-02-01,,2022-01-01,No,61,,,5295,4,0,4750,280690,71.0,6981800.0,98335.0,
5806,C-15969,여성,37,30대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,29,2018-12-01,,2022-01-01,No,24,,,4458,3,0,0,0,37.0,2325300.0,62846.0,
5807,C-15970,남성,26,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020-09-01,,2022-01-01,No,54,,,4402,5,0,25430,101930,16.0,380100.0,23756.0,
5808,C-15971,남성,34,30대,No,No,0,No,0,No,계좌이체,No,Yes,No,Yes,27,2020-12-01,2021-02-01,2021-02-01,Yes,82,Cosumer,Limited range of services,5332,3,0,18980,37860,3.0,329800.0,109933.0,PS
5809,C-15972,남성,42,40대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,22,2015-04-01,,2022-01-01,No,55,,,6487,3,0,53560,3698150,81.0,8497900.0,104912.0,
5810,C-15973,남성,79,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,11,2020-08-01,2021-01-01,2021-01-01,Yes,78,Cosumer,Network reliability,2834,1,0,5200,25990,6.0,646100.0,107683.0,PS
5811,C-15974,남성,48,40대,No,Yes,2,No,0,Yes,신용카드,No,Yes,Yes,Yes,23,2015-07-01,,2022-01-01,No,66,,,4285,4,0,14130,930780,78.0,7261700.0,93099.0,
5812,C-15975,남성,47,40대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,No,Yes,6,2020-10-01,2021-04-01,2021-04-01,Yes,91,Cosumer,Product dissatisfaction,4242,1,0,30400,182500,7.0,675700.0,96529.0,PS
5813,C-15976,남성,37,30대,Yes,Yes,3,Yes,1,No,계좌이체,No,No,No,Yes,30,2018-09-01,,2022-01-01,No,26,,,5116,4,0,14920,417310,40.0,4365400.0,109135.0,
5814,C-15977,여성,75,70대,Yes,Yes,1,Yes,8,Yes,신용카드,No,Yes,Yes,Yes,15,2016-04-01,,2022-01-01,No,23,,,4912,3,0,31980,1819640,69.0,7820200.0,113336.0,
5815,C-15978,남성,44,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,19,2019-12-01,2021-10-01,2021-10-01,Yes,77,Company,Extra data charges,4694,1,0,11640,256850,23.0,2777200.0,120748.0,Price
5816,C-15979,여성,62,60대,Yes,No,0,No,0,No,신용카드,No,No,No,No,0,2016-12-01,,2022-01-01,No,50,,,4074,3,0,33000,1615670,61.0,1476900.0,24211.0,
5817,C-15980,여성,76,70대,Yes,Yes,3,Yes,8,Yes,계좌이체,No,No,Yes,Yes,27,2015-08-01,,2022-01-01,No,75,,,5669,3,0,1810,116050,77.0,9571100.0,124300.0,
5818,C-15981,남성,55,50대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,2,2021-08-01,2021-10-01,2021-10-01,Yes,82,Cosumer,Don't know,4676,1,0,47690,95260,3.0,280700.0,93567.0,Other
5819,C-15982,여성,56,50대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,15,2017-07-01,,2022-01-01,No,30,,,3192,4,0,22940,961970,54.0,5050000.0,93519.0,
5820,C-15983,남성,24,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2015-12-01,,2022-01-01,No,36,,,4446,4,0,52880,3223210,73.0,1749600.0,23967.0,
5821,C-15984,남성,62,60대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,26,2019-08-01,2021-10-01,2021-10-01,Yes,84,Competitor,Competitor offered higher download speeds,2404,3,0,40570,1054740,27.0,2686400.0,99496.0,PS
5822,C-15985,남성,51,50대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020-03-01,,2022-01-01,No,53,,,4802,4,0,21580,215830,22.0,532900.0,24223.0,
5823,C-15986,여성,53,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2015-06-01,,2022-01-01,No,34,,,5183,3,0,18870,1265830,79.0,2419200.0,30623.0,
5824,C-15987,남성,58,50대,Yes,No,0,Yes,5,Yes,계좌이체,No,Yes,Yes,Yes,12,2020-08-01,2021-06-01,2021-06-01,Yes,69,Cosumer,Service dissatisfaction,4243,1,0,48930,489060,11.0,1270000.0,115455.0,CS
5825,C-15988,남성,62,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,29,2021-06-01,2021-10-01,2021-10-01,Yes,75,Company,Long distance charges,3685,1,0,47910,191870,5.0,470100.0,94020.0,Price
5826,C-15989,여성,72,70대,No,No,0,No,0,Yes,신용카드,No,Yes,No,No,24,2015-10-01,2021-04-01,2021-04-01,Yes,79,Company,Lack of self-service on Website,5011,2,158200,51530,3400060,67.0,6357800.0,94893.0,CS
5827,C-15990,남성,24,20대,No,Yes,1,No,0,Yes,계좌이체,No,No,No,Yes,69,2020-12-01,,2022-01-01,No,61,,,5523,4,0,48700,48700,13.0,738800.0,56831.0,
5828,C-15991,남성,62,60대,Yes,Yes,3,Yes,1,No,신용카드,Yes,No,No,Yes,53,2021-09-01,2021-11-01,2021-11-01,Yes,77,Competitor,Competitor offered higher download speeds,5560,1,0,6440,12770,3.0,192200.0,64067.0,PS
5829,C-15992,여성,40,40대,Yes,Yes,1,Yes,5,Yes,계좌이체,No,No,No,No,0,2017-12-01,,2022-01-01,No,36,,,3753,4,0,50510,1868120,49.0,1384800.0,28261.0,
5830,C-15993,여성,77,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,26,2018-02-01,,2022-01-01,No,60,,,2030,4,0,0,0,47.0,2234600.0,47545.0,
5831,C-15994,여성,41,40대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,15,2015-01-01,,2022-01-01,No,46,,,5905,3,0,22150,1594660,84.0,11446400.0,136267.0,
5832,C-15995,여성,56,50대,No,No,0,No,0,No,신용카드,No,No,No,Yes,16,2020-05-01,,2022-01-01,No,65,,,4909,3,0,12320,98650,20.0,1039900.0,51995.0,
5833,C-15996,남성,57,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,13,2019-06-01,,2022-01-01,No,20,,,2464,3,0,33450,634500,31.0,2957300.0,95397.0,
5834,C-15997,남성,46,40대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2019-05-01,,2022-01-01,No,27,,,5909,4,0,32880,658110,32.0,754900.0,23591.0,
5835,C-15998,여성,36,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2017-11-01,,2022-01-01,No,23,,,2997,3,0,52210,1982920,50.0,1419700.0,28394.0,
5836,C-15999,남성,45,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2016-04-01,,2022-01-01,No,58,,,6466,5,0,22260,1268200,69.0,1530000.0,22174.0,
5837,C-16000,남성,32,30대,Yes,Yes,2,Yes,1,Yes,계좌이체,No,No,Yes,No,19,2017-11-01,,2022-01-01,No,33,,,2436,3,0,29150,1109550,50.0,5445000.0,108900.0,
5838,C-16001,남성,32,30대,Yes,Yes,3,Yes,10,No,계좌이체,Yes,No,Yes,Yes,57,2015-06-01,,2022-01-01,No,56,,,4743,3,0,12770,856310,79.0,9995400.0,126524.0,
5839,C-16002,남성,62,60대,No,No,0,No,0,No,이체/메일확인,Yes,No,Yes,Yes,15,2019-03-01,,2022-01-01,No,62,,,2729,3,0,41920,922530,34.0,2158400.0,63482.0,
5840,C-16003,여성,32,30대,Yes,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,16,2016-04-01,,2022-01-01,No,42,,,5106,4,0,13790,785120,69.0,8066600.0,116907.0,
5841,C-16004,여성,61,60대,Yes,Yes,3,Yes,8,Yes,계좌이체,Yes,Yes,Yes,No,53,2015-01-01,,2022-01-01,No,78,,,4874,4,56500,19440,1400180,84.0,7434600.0,88507.0,
5842,C-16005,남성,40,40대,Yes,No,0,No,0,No,계좌이체,Yes,Yes,Yes,Yes,21,2015-03-01,,2022-01-01,No,38,,,5991,4,0,49160,3437690,82.0,7670400.0,93541.0,
5843,C-16006,남성,80,80대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,19,2021-07-01,2021-08-01,2021-08-01,Yes,86,Company,Attitude of service provider,5443,3,0,45090,45090,2.0,166500.0,83250.0,CS
5844,C-16007,여성,36,30대,No,No,0,No,0,No,계좌이체,Yes,Yes,Yes,Yes,30,2019-12-01,,2022-01-01,No,30,,,4115,3,0,32210,417990,25.0,1948200.0,77928.0,
5845,C-16008,남성,56,50대,Yes,Yes,3,Yes,3,No,계좌이체,Yes,Yes,Yes,Yes,21,2015-11-01,,2022-01-01,No,25,,,6349,3,0,45990,2848620,74.0,10015900.0,135350.0,
5846,C-16009,여성,30,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,69,2021-05-01,2021-10-01,2021-10-01,Yes,70,Cosumer,Network reliability,4584,3,0,11410,57180,6.0,641100.0,106850.0,PS
5847,C-16010,여성,71,70대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,11,2021-07-01,2021-12-01,2021-12-01,Yes,74,Competitor,Poor expertise of online support,3368,3,0,34010,169840,6.0,485200.0,80867.0,CS
5848,C-16011,여성,30,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,59,2018-06-01,,2022-01-01,No,63,,,2421,5,0,43840,1358490,43.0,3865200.0,89888.0,
5849,C-16012,남성,67,60대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,14,2019-07-01,,2022-01-01,No,27,,,5137,5,0,43840,788970,30.0,2907800.0,96927.0,
5850,C-16013,여성,76,70대,No,No,0,No,0,Yes,계좌이체,Yes,No,Yes,Yes,24,2015-09-01,,2022-01-01,No,26,,,5780,4,0,25880,1653190,76.0,9638300.0,126820.0,
5851,C-16014,여성,66,60대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,30,2017-07-01,,2022-01-01,No,80,,,5831,4,0,30510,1281420,54.0,3577000.0,66241.0,
5852,C-16015,남성,62,60대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,18,2018-07-01,,2022-01-01,No,78,,,3171,4,0,8140,243740,42.0,4478100.0,106621.0,
5853,C-16016,남성,47,40대,No,No,0,No,0,Yes,신용카드,No,Yes,No,No,14,2020-03-01,2021-10-01,2021-10-01,Yes,89,Company,Attitude of support person,2251,3,146900,2030,38420,20.0,1730800.0,86540.0,PS
5854,C-16017,여성,63,60대,Yes,No,0,Yes,7,Yes,신용카드,Yes,No,No,Yes,26,2015-08-01,,2022-01-01,No,34,,,6205,3,0,22600,1468320,77.0,4977400.0,64642.0,
5855,C-16018,남성,28,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019-07-01,,2022-01-01,No,57,,,5586,5,0,43730,787720,30.0,722200.0,24073.0,
5856,C-16019,여성,69,60대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,28,2019-12-01,2021-01-01,2021-01-01,Yes,65,Company,Attitude of support person,3269,1,0,8140,106110,14.0,1673400.0,119529.0,PS
5857,C-16020,여성,40,40대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2017-08-01,,2022-01-01,No,39,,,5678,3,0,42380,1735570,53.0,1239000.0,23377.0,
5858,C-16021,여성,61,60대,Yes,Yes,3,Yes,9,Yes,계좌이체,No,Yes,No,Yes,21,2016-07-01,,2022-01-01,No,24,,,5898,5,0,25990,1404700,66.0,4708800.0,71345.0,
5859,C-16022,남성,20,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2018-05-01,,2022-01-01,No,40,,,2433,5,0,41580,1330010,44.0,1045500.0,23761.0,
5860,C-16023,남성,50,50대,Yes,No,0,Yes,8,No,신용카드,Yes,Yes,Yes,Yes,25,2015-01-01,,2022-01-01,No,41,,,5130,3,0,31190,2244750,84.0,11293500.0,134446.0,
5861,C-16024,남성,35,30대,Yes,Yes,2,Yes,10,No,신용카드,No,No,No,No,0,2016-02-01,,2022-01-01,No,50,,,5293,3,0,21240,1250120,71.0,1652800.0,23279.0,
5862,C-16025,여성,61,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019-01-01,2021-02-01,2021-02-01,Yes,94,Competitor,Competitor made better offer,4931,3,0,22370,557990,26.0,731400.0,28131.0,PS
5863,C-16026,남성,74,70대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,22,2020-07-01,2021-10-01,2021-10-01,Yes,83,Competitor,Network reliability,4981,1,0,51190,767040,16.0,1579800.0,98738.0,PS
5864,C-16027,여성,42,40대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,20,2019-12-01,2021-02-01,2021-02-01,Yes,71,Company,Attitude of service provider,4995,2,0,21130,296510,15.0,1320600.0,88040.0,CS
5865,C-16028,남성,61,60대,Yes,Yes,2,Yes,6,No,이체/메일확인,No,No,No,No,0,2016-09-01,,2022-01-01,No,21,,,4676,3,0,55940,2909190,64.0,1912700.0,29886.0,
5866,C-16029,남성,21,20대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,73,2015-12-01,,2022-01-01,No,65,,,4842,3,0,40790,2484980,73.0,9056300.0,124059.0,
5867,C-16030,여성,58,50대,Yes,No,0,Yes,1,No,신용카드,No,No,No,No,0,2016-07-01,,2022-01-01,No,40,,,4212,5,0,36950,1996600,66.0,1500900.0,22741.0,
5868,C-16031,여성,22,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,41,2020-05-01,,2022-01-01,No,61,,,5777,3,0,19550,156390,20.0,1705900.0,85295.0,
5869,C-16032,남성,36,30대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,6,2020-10-01,,2022-01-01,No,24,,,5528,4,0,50170,150630,15.0,1327700.0,88513.0,
5870,C-16033,여성,51,50대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,21,2019-11-01,,2022-01-01,No,53,,,4400,5,0,1920,26780,26.0,2518800.0,96877.0,
5871,C-16034,남성,31,30대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2015-01-01,,2022-01-01,No,57,,,4626,5,0,26440,1906310,84.0,2015500.0,23994.0,
5872,C-16035,남성,62,60대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,No,23,2018-02-01,,2022-01-01,No,37,,,5154,3,146900,45090,1576920,47.0,5319400.0,113179.0,
5873,C-16036,남성,21,20대,No,No,0,Yes,4,No,계좌이체,No,No,Yes,Yes,69,2015-07-01,,2022-01-01,No,72,,,5956,3,0,8700,572010,78.0,5890600.0,75521.0,
5874,C-16037,남성,41,40대,Yes,No,0,Yes,7,Yes,신용카드,No,Yes,No,Yes,8,2017-01-01,,2022-01-01,No,39,,,3997,4,0,43840,2105640,60.0,5015800.0,83597.0,
5875,C-16038,여성,79,70대,Yes,Yes,3,Yes,6,Yes,계좌이체,Yes,No,Yes,Yes,75,2017-01-01,,2022-01-01,No,71,,,3847,3,0,15140,726820,60.0,7450900.0,124182.0,
5876,C-16039,남성,34,30대,Yes,No,0,Yes,1,No,이체/메일확인,Yes,Yes,Yes,No,14,2019-07-01,2021-04-01,2021-04-01,Yes,74,Cosumer,Don't know,5353,2,90400,19890,416970,22.0,2016500.0,91659.0,Other
5877,C-16040,남성,37,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020-12-01,,2022-01-01,No,27,,,5925,3,0,49490,49490,13.0,296800.0,22831.0,
5878,C-16041,여성,20,20대,No,No,0,Yes,3,Yes,신용카드,No,Yes,Yes,Yes,52,2015-06-01,,2022-01-01,No,46,,,5427,4,0,23050,1545280,79.0,10444700.0,132211.0,
5879,C-16042,여성,50,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020-12-01,,2022-01-01,No,22,,,3129,5,0,13560,13560,13.0,283900.0,21838.0,
5880,C-16043,남성,24,20대,No,No,0,Yes,4,Yes,계좌이체,Yes,No,No,Yes,85,2020-08-01,2021-03-01,2021-03-01,Yes,75,Competitor,Competitor offered higher download speeds,5651,1,0,40790,285890,8.0,450000.0,56250.0,PS
5881,C-16044,남성,49,40대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,21,2019-08-01,,2022-01-01,No,23,,,5687,5,0,39550,672010,29.0,3044200.0,104972.0,
5882,C-16045,남성,37,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,28,2017-09-01,,2022-01-01,No,77,,,5118,5,0,33340,1331590,52.0,6501900.0,125037.0,
5883,C-16046,남성,23,20대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,Yes,58,2019-02-01,2021-02-01,2021-02-01,Yes,95,Competitor,Competitor offered higher download speeds,2050,3,0,31640,758570,25.0,2590300.0,103612.0,PS
5884,C-16047,남성,51,50대,Yes,No,0,Yes,8,Yes,신용카드,Yes,Yes,Yes,Yes,24,2015-04-01,,2022-01-01,No,51,,,5935,4,0,37740,2601830,81.0,10301200.0,127175.0,
5885,C-16048,남성,77,70대,Yes,No,0,Yes,7,Yes,신용카드,Yes,Yes,Yes,Yes,2,2015-01-01,,2022-01-01,No,54,,,4240,4,0,6220,448270,84.0,8480800.0,100962.0,
5886,C-16049,여성,57,50대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020-12-01,,2022-01-01,No,23,,,5279,4,0,37290,37290,13.0,280900.0,21608.0,
5887,C-16050,여성,40,40대,No,No,0,No,0,No,신용카드,Yes,No,No,Yes,21,2018-01-01,,2022-01-01,No,56,,,4462,3,0,29380,1055650,48.0,3062800.0,63808.0,
5888,C-16051,여성,37,30대,Yes,Yes,2,Yes,1,Yes,신용카드,Yes,Yes,No,Yes,25,2017-02-01,,2022-01-01,No,48,,,3248,3,0,0,0,59.0,4220300.0,71531.0,
5889,C-16052,남성,48,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019-09-01,,2022-01-01,No,55,,,5433,5,0,28020,448160,28.0,652500.0,23304.0,
5890,C-16053,남성,27,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2019-08-01,,2022-01-01,No,35,,,4774,5,0,54010,918010,29.0,651400.0,22462.0,
5891,C-16054,여성,54,50대,Yes,Yes,1,Yes,9,Yes,신용카드,No,No,No,No,0,2017-11-01,,2022-01-01,No,63,,,2631,4,0,30280,1152490,50.0,1189500.0,23790.0,
5892,C-16055,남성,65,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,16,2021-01-01,2021-02-01,2021-02-01,Yes,84,Company,Extra data charges,5001,3,0,47800,47800,2.0,183200.0,91600.0,Price
5893,C-16056,여성,78,70대,Yes,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,6,2015-06-01,2021-06-01,2021-06-01,Yes,78,Competitor,Competitor made better offer,5697,1,0,29150,2096600,73.0,7966600.0,109132.0,PS
5894,C-16057,남성,51,50대,No,No,0,No,0,Yes,신용카드,Yes,Yes,No,Yes,20,2016-11-01,,2022-01-01,No,45,,,5629,3,0,0,0,62.0,2554200.0,41197.0,
5895,C-16058,여성,64,60대,No,No,0,No,0,No,계좌이체,No,Yes,No,No,17,2020-05-01,,2022-01-01,No,31,,,2934,3,11300,12660,101250,20.0,1709900.0,85495.0,
5896,C-16059,남성,60,60대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,8,2015-06-01,,2022-01-01,No,63,,,6064,5,0,36840,2466680,79.0,4698600.0,59476.0,
5897,C-16060,여성,52,50대,Yes,Yes,3,Yes,1,No,신용카드,No,No,No,No,0,2017-11-01,,2022-01-01,No,51,,,4686,5,0,50060,1903150,50.0,1181300.0,23626.0,
5898,C-16061,남성,24,20대,No,No,0,Yes,1,No,신용카드,Yes,Yes,Yes,Yes,41,2015-03-01,,2022-01-01,No,78,,,5669,3,0,1810,128930,82.0,6246900.0,76182.0,
5899,C-16062,여성,47,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,Yes,No,12,2017-08-01,,2022-01-01,No,77,,,3859,4,113000,35140,1439960,53.0,4621900.0,87206.0,
